time_mean,dimension_mean,IP_destination,IP_source,flags1,flags2,flags3,flags4,flags5,flags6,flags7,flags8,method1,method2,method3,method4,method5,method6,method7,method8,class
10,6384,1,0,500,250,500,500,500,500,250,250,750,500,750,750,500,500,750,750,3
8,8753,1,0,500,500,500,250,500,500,250,250,750,500,500,750,750,500,750,500,3
8,8415,1,0,250,500,500,250,500,250,250,500,500,500,750,750,500,750,750,500,3
24,5586,1,0,500,0,250,0,0,500,0,250,750,250,0,0,250,750,500,0,3
7,7560,1,0,250,250,500,250,500,500,250,250,500,750,750,500,750,750,500,750,3
15,7330,1,1,500,250,500,250,500,500,500,500,750,500,750,750,750,500,500,500,3
4,7591,1,1,500,500,250,500,250,500,500,250,500,500,500,500,750,500,500,750,3
7,5801,1,1,500,250,500,250,500,250,500,500,500,500,500,750,750,500,750,750,3
7,7247,1,1,500,500,500,500,250,250,250,500,750,500,750,750,500,750,500,500,3
4,7514,1,0,250,250,250,500,500,250,250,500,750,750,500,500,500,750,500,500,3
12,6387,1,0,500,250,500,500,500,500,500,250,750,500,500,750,500,500,500,500,3
14,5788,1,1,250,500,250,250,250,500,500,250,500,750,500,500,750,750,750,500,3
8,8741,1,1,500,250,250,250,500,250,250,500,500,750,750,500,750,500,750,500,3
9,5113,1,0,250,500,250,500,500,250,500,250,500,500,500,500,500,500,500,750,3
10,7290,1,0,250,500,250,500,500,250,250,500,500,750,500,500,500,500,750,750,3
12,6244,1,1,500,500,500,250,500,500,500,500,500,750,500,500,750,500,750,750,3
5,7661,1,1,500,250,500,500,250,500,500,250,500,500,750,500,500,750,500,750,3
4,6156,1,0,250,500,250,500,250,250,500,500,500,500,500,500,500,500,500,500,3
4,4770,1,1,250,250,500,250,500,500,500,500,750,500,500,750,750,500,500,500,3
14,6584,1,1,500,250,500,250,500,250,500,500,750,500,500,500,750,750,500,750,3
6,5363,1,1,500,500,250,500,500,500,500,500,500,500,500,500,500,500,500,750,3
7,7413,1,0,500,250,250,250,250,500,250,250,750,500,750,750,750,500,500,500,3
8,4834,1,1,500,250,500,500,500,500,500,500,750,750,750,500,500,750,500,750,3
3,2536,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,3
13,5198,1,1,250,500,250,250,500,500,500,250,500,750,500,750,500,750,750,500,3
13,6639,1,0,250,250,250,250,500,500,500,500,750,500,500,500,750,500,500,500,3
7,7513,1,1,250,500,250,250,500,500,500,250,500,500,500,500,500,500,750,750,3
4,8541,1,1,250,250,250,250,500,250,500,250,500,500,500,750,750,500,750,750,3
15,8682,1,0,500,250,250,250,250,250,250,250,750,750,750,750,750,500,750,500,3
9,8166,1,0,500,500,500,500,250,250,250,250,500,750,750,750,500,500,750,500,3
3,6503,1,1,500,500,500,500,250,250,250,500,500,500,750,500,750,750,500,500,3
11,4666,1,0,250,500,250,500,250,250,500,250,500,750,500,750,750,750,500,500,3
6,8988,1,0,250,250,250,500,500,500,500,500,500,750,500,750,750,500,500,750,3
9,6557,1,1,500,250,250,250,250,500,250,500,500,750,750,750,500,750,500,500,3
14,4504,1,0,250,250,250,500,250,500,250,500,500,500,500,750,750,750,500,500,3
6,6909,1,0,500,250,500,500,500,250,250,500,750,500,500,500,750,500,750,750,3
9,4918,1,0,250,500,500,250,500,250,500,250,500,500,750,750,750,750,750,500,3
15,8250,1,0,250,500,250,250,500,500,500,250,750,500,500,500,500,500,750,500,3
4,7124,1,0,250,250,250,250,250,500,500,250,500,500,750,500,500,750,500,750,3
9,7335,1,1,250,250,250,250,500,500,250,500,750,500,500,500,500,500,750,750,3
13,5309,1,1,500,500,500,250,500,500,500,250,750,750,500,500,750,750,500,750,3
7,7712,1,1,250,500,500,500,250,250,250,250,500,500,500,500,750,500,750,750,3
12,4651,1,0,500,250,500,500,250,250,250,500,500,750,750,750,500,750,500,500,3
20,6012,0,0,500,0,0,250,500,250,0,500,0,250,500,250,0,250,0,250,3
9,6230,1,0,250,250,500,250,250,500,250,250,750,750,750,500,500,500,750,750,3
3,4660,1,0,500,500,250,500,500,250,500,500,750,750,750,500,500,750,500,500,3
5,5323,1,0,500,500,250,500,500,500,250,250,500,500,750,750,750,750,500,500,3
14,8210,1,1,500,250,500,250,500,250,250,250,750,750,500,500,500,500,500,500,3
3,8818,1,0,500,250,500,250,250,500,250,500,500,750,500,500,500,500,500,500,3
3,7182,1,0,250,500,250,500,500,500,250,250,750,500,750,750,750,500,750,500,3
12,4535,1,1,500,250,500,250,500,250,500,250,500,500,750,500,750,750,750,750,3
12,7752,1,1,500,500,500,500,250,500,500,500,500,750,750,750,750,750,750,500,3
3,8995,1,1,500,250,250,250,500,500,250,250,750,750,750,750,750,500,750,750,3
1,1755,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,3
12,5041,1,0,500,250,250,250,500,500,500,250,500,500,500,750,500,750,500,500,3
14,7430,1,1,250,500,500,500,500,250,500,500,500,750,500,750,750,750,750,750,3
12,7701,1,0,500,500,250,500,500,250,500,250,500,750,500,750,500,500,750,750,3
9,8891,1,1,250,250,500,250,250,250,500,250,750,750,750,750,750,750,750,750,3
11,4663,1,0,500,250,500,500,250,500,250,500,750,500,750,750,750,500,750,750,3
10,6387,1,0,250,500,500,250,250,250,500,250,500,750,750,750,500,500,750,750,3
7,6054,1,0,250,500,500,500,500,250,250,500,500,750,500,500,750,500,750,500,3
15,6233,1,0,250,500,500,500,250,250,500,500,750,500,500,750,500,750,750,750,3
15,6149,1,0,500,250,500,250,250,250,500,500,500,750,500,500,500,500,500,750,3
15,8491,1,0,500,500,250,500,500,500,250,250,750,750,750,750,750,750,500,750,3
7,8483,1,1,250,250,250,500,250,250,500,250,500,750,500,500,750,750,750,750,3
14,5458,1,1,500,500,250,250,250,250,500,500,750,500,750,750,500,500,500,750,3
13,4786,1,1,250,500,500,500,500,250,250,500,500,500,750,750,500,750,500,750,3
9,5086,1,0,250,250,250,250,250,250,250,250,750,500,750,500,500,750,500,500,3
15,7975,1,1,500,500,500,500,500,500,500,500,750,500,500,750,500,500,500,750,3
15,6064,1,0,250,500,250,250,250,250,500,500,500,750,500,500,500,750,500,750,3
14,5773,1,0,500,250,250,500,500,500,500,500,500,500,500,500,500,750,750,750,3
15,5534,1,0,250,500,500,250,250,250,250,500,750,750,750,500,750,500,750,750,3
3,4508,1,0,250,250,250,500,250,500,500,500,750,750,750,500,750,750,500,500,3
15,5491,1,1,500,500,250,250,500,250,500,250,750,500,750,750,500,500,750,750,3
12,4561,1,1,500,250,250,250,500,250,500,250,500,500,750,750,750,750,500,750,3
15,4641,1,0,250,500,500,500,500,250,250,500,500,500,500,500,750,500,500,750,3
13,6042,1,1,250,250,500,250,250,500,250,250,750,750,750,750,500,750,500,500,3
12,4820,1,0,500,250,500,250,500,250,250,250,750,500,500,500,500,750,750,500,3
12,4767,1,1,250,500,250,250,500,250,250,500,500,750,500,500,500,750,750,750,3
14,8696,1,1,250,250,250,500,250,500,250,250,750,750,750,500,500,500,750,500,3
5,6023,1,1,500,250,500,500,500,500,250,250,750,750,500,750,500,500,750,750,3
13,6562,1,0,500,250,500,500,500,500,250,250,750,750,750,750,750,500,750,500,3
6,5072,1,0,500,500,250,500,250,250,500,500,500,750,500,750,750,750,500,500,3
2,2574,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,3
12,4574,1,0,250,250,500,250,250,250,250,250,750,750,750,750,500,750,750,750,3
12,6622,1,1,500,250,250,500,500,250,250,250,500,750,750,500,500,500,500,500,3
13,6178,1,0,500,500,250,500,250,500,250,500,750,500,500,750,500,750,500,500,3
14,4506,1,0,500,250,500,250,250,500,250,500,500,750,750,500,750,500,500,750,3
14,4626,1,0,500,250,250,250,500,500,250,500,750,500,750,750,750,750,750,500,3
11,8507,1,0,250,250,250,250,500,500,250,250,500,500,500,500,500,500,750,500,3
15,6053,1,0,250,250,500,250,500,500,500,500,500,500,750,500,500,500,750,500,3
12,6098,1,0,500,500,250,500,250,500,500,250,750,500,500,750,500,750,750,750,3
6,5944,1,1,250,500,500,500,500,250,500,250,500,500,750,750,500,500,750,500,3
7,6678,1,0,250,500,250,250,250,250,250,250,500,750,750,750,750,500,500,750,3
6,8189,1,0,250,250,250,250,250,500,250,250,500,750,500,750,750,750,500,750,3
11,6471,1,1,500,500,250,500,250,500,500,500,750,500,500,750,750,750,500,500,3
14,7779,1,1,500,500,500,500,250,500,250,500,750,500,500,750,500,750,750,750,3
5,8032,1,1,250,500,250,500,250,250,500,250,500,500,750,500,750,750,750,500,3
10,7584,1,1,500,250,250,500,500,250,250,250,500,500,500,500,500,750,500,500,3
14,4967,1,0,500,250,250,250,500,500,500,250,500,500,500,500,500,500,750,500,3
10,7305,1,0,500,500,500,500,250,500,250,250,500,500,750,750,750,500,750,750,3
14,6215,1,1,500,500,500,500,250,500,250,250,750,750,750,500,750,750,500,500,3
13,8779,1,0,250,250,250,250,250,250,250,250,500,750,750,750,500,500,750,750,3
11,6610,1,0,250,500,500,500,250,500,500,500,750,500,500,500,750,750,750,750,3
6,4734,1,0,500,250,250,500,250,250,250,250,500,750,750,750,750,750,500,500,3
3,7561,1,1,500,250,500,500,250,250,250,500,500,500,500,500,750,500,500,750,3
6,6238,1,0,250,250,500,500,500,500,250,500,750,750,500,500,500,500,500,500,3
13,5659,1,0,250,250,250,250,500,500,500,500,750,500,750,750,750,500,500,500,3
7,5960,1,1,250,250,500,500,500,500,250,250,500,500,500,750,500,500,500,500,3
14,4595,1,1,250,500,500,500,250,500,500,250,500,750,750,500,500,750,500,500,3
10,5113,1,0,500,250,250,500,500,250,250,500,500,750,500,500,500,500,750,500,3
10,8773,1,0,500,500,250,250,250,500,500,500,500,750,500,500,500,750,750,500,3
4,7920,1,1,500,250,500,500,500,500,250,500,500,500,750,500,500,750,750,750,3
1,2433,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,3
9,5411,1,1,500,500,500,250,500,500,250,500,500,500,500,500,750,750,750,500,3
14,5201,1,0,500,500,500,500,500,250,250,250,750,750,500,750,750,500,500,750,3
3,5991,1,1,250,500,250,500,500,250,250,250,500,750,500,750,750,750,750,750,3
6,7653,1,0,250,250,250,250,500,250,250,250,500,500,750,750,500,500,750,500,3
15,4669,1,0,250,250,250,250,500,500,250,250,500,750,750,750,750,500,500,750,3
14,8001,1,1,500,500,500,500,250,250,250,250,500,750,500,500,500,500,500,500,3
7,7286,1,1,500,500,250,250,500,500,250,250,750,500,750,500,500,750,500,750,3
11,5430,1,1,500,250,500,250,250,250,500,500,750,500,750,750,750,750,750,500,3
3,7118,1,0,500,500,250,500,500,250,500,250,750,500,500,500,500,750,500,500,3
16,5332,0,1,500,0,250,500,500,500,250,500,0,750,750,250,250,250,500,750,3
7,4953,1,1,500,250,500,250,250,250,500,500,750,750,500,500,750,750,500,750,3
4,5932,1,1,250,500,250,500,500,250,500,500,500,750,500,750,500,500,500,500,3
12,8303,1,0,500,500,500,500,500,500,500,250,500,750,750,750,500,500,500,500,3
4,6718,1,1,500,250,500,500,500,250,500,250,750,750,750,750,500,500,750,500,3
4,4590,1,1,250,250,500,500,500,250,500,250,750,750,750,500,750,500,750,500,3
4,8271,1,0,250,500,250,250,250,250,250,500,500,500,500,750,500,500,500,750,3
15,8400,1,1,250,250,250,500,250,500,250,500,500,500,500,750,750,750,750,750,3
5,5035,1,0,250,500,250,250,250,250,250,250,750,500,500,750,750,750,500,500,3
13,5790,1,1,250,250,500,500,250,250,250,500,500,750,750,750,750,500,500,750,3
15,5955,1,0,500,500,500,250,250,500,250,250,500,500,500,500,750,500,750,500,3
7,5833,1,0,250,500,500,500,250,500,500,250,750,750,500,500,500,750,500,500,3
14,6324,1,0,500,250,250,250,500,500,250,250,750,500,500,750,750,500,750,750,3
5,8187,1,1,250,500,500,250,250,500,250,500,750,500,750,750,750,500,500,500,3
9,5008,1,1,500,250,250,500,250,500,250,500,750,750,500,750,750,750,750,750,3
10,7501,1,0,250,250,500,500,500,500,500,500,500,750,750,750,750,500,500,750,3
15,5304,1,0,250,500,500,500,500,500,500,500,750,500,750,750,500,500,750,500,3
3,4843,1,1,250,250,500,500,500,250,250,250,750,500,750,750,500,750,500,750,3
6,8738,1,0,250,500,500,250,250,250,250,500,750,500,750,500,500,750,750,750,3
15,5457,1,0,250,500,500,500,250,250,250,250,500,750,500,750,500,750,500,500,3
6,1505,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,3
5,5293,1,1,250,500,250,500,500,250,500,250,750,500,500,500,750,500,500,750,3
12,8073,1,1,250,250,500,500,500,500,500,500,500,500,750,750,750,500,750,750,3
12,4997,1,0,250,250,250,250,500,250,250,250,750,750,500,500,500,750,500,750,3
4,6677,1,1,500,250,500,500,500,500,500,500,750,750,500,750,750,500,500,750,3
11,4890,1,1,500,500,500,250,250,500,500,500,500,750,500,500,750,750,750,750,3
9,5998,1,0,250,250,250,250,500,500,250,500,750,750,750,500,500,750,750,750,3
12,7104,1,1,500,500,250,500,250,500,250,250,750,750,750,750,750,750,750,500,3
7,5970,1,1,500,250,500,500,500,250,250,250,750,500,500,750,500,750,750,500,3
3,5216,1,0,500,250,500,500,500,500,250,250,500,500,500,750,750,750,750,500,3
6,7931,1,0,250,500,250,500,250,250,250,250,750,500,500,750,750,500,500,500,3
6,4926,1,1,250,500,250,500,250,250,500,250,500,500,750,750,500,500,500,750,3
13,6510,1,0,500,250,250,500,250,250,250,500,750,750,750,500,500,500,500,500,3
7,7974,1,1,500,500,250,250,250,500,500,250,500,750,500,750,750,750,750,500,3
3,8110,1,0,250,500,500,500,250,250,500,500,500,500,750,750,750,500,750,500,3
4,8604,1,1,250,250,500,500,500,500,500,500,750,500,750,500,500,500,500,500,3
5,7128,1,0,250,250,250,250,500,250,500,500,500,750,750,500,750,750,500,750,3
6,5764,1,0,500,500,250,250,250,500,500,500,500,500,500,750,500,750,750,750,3
7,7965,1,0,250,250,250,500,500,250,250,250,500,500,500,500,500,750,500,750,3
13,5371,1,0,500,500,500,250,250,500,250,250,750,750,750,500,750,500,500,500,3
15,4631,0,0,250,250,0,500,500,500,500,500,250,0,250,500,0,0,250,0,3
7,7541,1,1,500,500,250,500,250,500,500,500,750,500,750,750,750,750,750,500,3
10,6489,1,1,500,500,250,500,500,500,250,250,500,500,750,750,750,750,500,750,3
6,5952,1,0,500,500,250,500,500,500,250,500,750,500,750,500,500,500,750,750,3
6,7408,1,1,250,500,250,500,250,500,250,500,500,750,750,500,750,750,750,500,3
10,8294,1,0,250,500,500,250,250,500,250,250,750,500,500,750,500,750,750,750,3
6,4668,1,1,500,250,250,500,500,250,250,500,750,750,500,750,750,500,500,500,3
4,4724,1,1,500,250,500,250,250,500,250,250,500,750,750,500,500,500,500,500,3
3,7729,1,1,250,500,250,250,500,500,500,500,500,500,500,500,750,750,750,500,3
7,4759,1,0,250,500,250,500,250,250,250,250,500,500,500,500,750,500,500,500,3
1,1741,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,3
15,8346,1,0,250,250,250,250,250,250,500,500,750,500,750,500,750,750,500,750,3
13,7997,1,1,500,250,500,500,500,500,500,250,750,500,750,500,500,750,750,750,3
8,8476,1,1,250,500,500,250,500,250,500,500,500,750,750,750,750,750,500,750,3
15,6504,1,1,250,250,250,500,500,250,500,250,750,500,750,750,500,500,500,500,3
15,6922,1,1,500,500,250,250,500,250,500,250,750,500,500,750,750,750,500,750,3
3,4701,1,0,500,250,500,500,250,250,500,250,500,500,750,500,500,750,750,750,3
11,4763,1,0,500,250,500,500,250,250,250,500,500,500,500,500,500,500,750,750,3
12,7072,1,1,250,500,500,250,250,500,500,250,500,750,500,500,750,750,750,500,3
8,6621,1,1,500,500,250,250,250,250,250,250,750,750,500,750,500,500,750,500,3
12,5668,1,1,500,250,250,500,500,250,500,250,750,500,500,750,500,500,750,500,3
10,6706,1,1,250,500,500,500,500,500,250,250,500,500,750,750,500,500,750,500,3
15,8310,1,0,250,500,500,250,500,500,500,500,500,750,750,750,500,750,750,500,3
8,6250,1,1,250,500,250,500,500,250,500,250,500,750,750,750,750,500,750,500,3
4,7085,1,1,500,500,500,500,250,250,500,500,500,500,500,500,750,750,750,500,3
15,6683,1,0,500,500,250,500,250,250,250,500,500,500,750,500,500,500,500,500,3
11,8582,1,0,500,250,250,500,250,500,500,500,750,500,750,750,750,500,500,500,3
9,5861,1,0,250,500,500,500,500,500,250,500,750,750,750,750,750,750,500,500,3
15,6344,1,1,500,250,500,250,500,500,250,500,750,750,750,750,500,500,500,750,3
4,7127,1,1,500,500,500,500,250,250,500,250,500,500,500,750,500,500,500,750,3
4,8401,1,0,500,250,500,250,500,500,250,250,750,500,750,750,500,750,750,500,3
12,8823,1,0,500,250,250,500,500,500,500,500,750,750,500,500,500,750,500,750,3
6,7782,1,0,250,500,250,250,250,250,500,250,750,750,750,750,500,750,750,750,3
4,6082,1,1,250,250,500,500,250,250,500,250,750,750,500,750,500,500,500,750,3
14,8603,1,0,500,500,500,250,250,500,250,500,500,750,500,750,500,750,500,750,3
10,4561,1,1,500,500,500,250,500,500,250,500,500,750,500,500,750,750,750,500,3
10,6712,1,0,500,500,250,250,250,250,500,500,500,750,750,500,500,750,750,500,3
5,7320,1,1,250,500,500,250,250,500,500,250,750,750,500,750,500,750,750,500,3
14,7619,1,1,500,500,250,500,500,500,500,500,500,750,500,750,750,750,750,750,3
12,6792,1,0,250,250,250,250,250,500,500,500,750,500,750,750,500,500,750,500,3
1,2244,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,3
15,5071,1,1,250,250,500,500,250,500,500,250,500,500,500,750,750,750,750,750,3
14,7040,1,0,250,500,500,500,500,500,500,250,500,500,750,500,750,750,750,750,3
10,8946,1,1,500,500,500,250,500,500,250,500,500,500,500,500,500,500,750,750,3
11,6940,1,0,250,500,500,250,250,500,250,500,750,750,500,500,750,500,750,750,3
7,4604,1,1,250,500,250,250,500,250,250,250,750,500,750,500,750,750,500,500,3
7,8375,1,1,250,500,250,500,250,500,500,500,750,750,500,750,750,500,750,750,3
7,6692,1,0,500,500,250,250,500,250,500,500,500,500,750,750,750,500,750,750,3
7,8952,1,0,500,250,250,500,250,250,250,500,750,500,500,500,750,750,500,500,3
3,7132,1,1,250,250,500,250,250,500,250,500,750,500,750,750,750,500,750,750,3
10,7705,1,1,500,250,500,250,500,500,500,500,500,750,750,500,750,500,750,500,3
4,4955,1,1,250,250,250,250,500,250,250,500,750,500,750,750,500,750,750,750,3
12,6038,1,0,250,250,250,500,250,250,500,500,750,500,500,500,750,500,750,750,3
10,4947,1,1,500,250,500,500,250,250,250,500,500,500,750,750,500,750,500,500,3
11,7316,1,0,250,250,250,500,500,250,250,250,750,500,750,750,750,750,750,750,3
3,6218,1,0,500,250,500,250,250,500,500,500,500,500,750,750,750,500,750,750,3
9,5419,1,0,500,250,500,500,500,500,500,500,500,500,500,750,750,750,500,500,3
4,4945,1,1,500,250,250,250,500,500,250,250,750,500,750,750,500,750,500,750,3
9,5989,1,0,250,500,250,500,250,500,250,250,500,750,750,750,500,500,750,750,3
15,4530,1,1,500,500,250,250,250,250,250,500,750,500,500,750,500,500,750,750,3
12,5510,1,1,500,500,500,500,250,250,250,500,500,750,750,500,500,750,750,500,3
14,5423,1,0,500,250,500,500,500,250,250,250,500,750,500,750,500,500,500,750,3
15,7740,1,1,250,500,500,500,500,250,250,250,500,500,750,750,500,750,750,750,3
15,5057,1,1,250,500,500,500,500,500,500,500,500,750,500,750,500,500,750,500,3
13,5643,1,1,500,500,250,500,250,500,500,500,750,500,500,750,750,500,750,750,3
11,5061,1,0,500,250,250,500,250,250,500,500,750,500,750,500,750,500,500,500,3
13,5054,1,1,500,250,500,500,250,500,250,500,500,750,750,750,750,750,500,500,3
15,6130,1,0,250,250,250,250,500,250,250,250,750,500,500,500,500,750,500,750,3
10,5838,1,0,500,250,250,250,250,500,500,250,500,500,750,750,500,750,750,750,3
9,8354,1,0,250,250,250,500,500,500,250,250,500,500,500,750,750,750,500,500,3
6,2368,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,3
6,6925,1,1,500,250,250,250,250,500,250,500,500,750,500,500,750,500,750,750,3
6,8118,1,1,250,250,250,250,500,500,250,500,500,500,500,750,750,500,750,750,3
7,5973,1,1,500,500,250,500,250,250,250,250,500,500,500,750,500,750,750,500,3
15,8074,1,0,250,250,500,500,500,500,250,500,500,750,750,500,750,750,750,750,3
10,8579,1,1,500,250,500,500,500,250,250,500,750,500,500,500,500,750,500,750,3
4,8438,1,0,250,250,250,500,500,250,500,500,500,500,500,500,500,500,500,500,3
11,6862,1,0,500,250,250,500,250,250,250,500,500,500,750,750,750,750,500,750,3
4,5160,1,0,250,500,500,250,250,250,500,250,750,750,500,500,500,500,500,500,3
8,7476,1,0,500,250,500,250,250,500,250,500,500,750,500,750,500,500,500,500,3
17,5623,0,1,0,0,500,750,0,250,0,250,0,250,500,250,0,750,0,0,3
8,7568,1,1,250,500,500,250,250,250,500,250,500,500,750,750,750,500,500,500,3
4,6092,1,0,500,250,500,250,500,250,500,250,750,500,750,500,750,750,500,500,3
9,6123,1,1,500,250,500,500,500,250,250,500,750,500,750,750,500,500,500,500,3
9,4784,1,1,250,500,500,250,250,250,500,250,750,750,500,750,500,750,750,750,3
6,7475,1,1,250,250,250,500,250,250,250,250,750,500,500,750,500,500,500,750,3
3,6592,1,1,250,250,500,250,250,250,250,250,500,500,750,500,750,500,500,500,3
12,6875,1,0,250,500,500,250,250,500,500,250,750,750,750,500,750,500,750,500,3
4,8338,1,1,250,250,250,500,500,250,500,250,750,500,750,750,750,500,750,500,3
12,5704,1,1,500,500,250,500,500,250,500,500,750,750,500,500,500,750,500,500,3
3,8185,1,1,500,500,250,500,250,250,250,500,500,500,500,500,500,750,750,500,3
6,6474,1,0,500,250,500,500,500,250,250,500,750,500,500,500,500,750,500,750,3
11,7725,1,0,250,500,250,250,500,250,500,250,750,750,750,750,750,750,750,500,3
3,7025,1,0,500,250,500,500,500,250,500,500,500,500,500,750,500,500,750,500,3
8,6531,1,0,500,500,500,250,500,250,500,500,500,750,750,750,500,500,750,750,3
15,6273,1,1,500,250,500,250,250,500,500,500,500,750,750,500,500,750,500,750,3
6,7848,1,1,500,250,250,500,500,500,250,500,500,500,750,750,500,750,500,750,3
11,7181,1,1,500,250,500,250,500,500,250,500,500,500,750,500,500,750,750,750,3
10,6907,1,0,500,250,500,500,500,250,250,250,750,750,750,750,500,750,500,500,3
7,6345,1,1,250,500,500,250,250,250,250,250,500,750,500,750,750,750,750,500,3
8,1807,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,3
5,7795,1,1,500,250,500,250,250,250,500,500,750,500,750,750,750,500,500,500,3
7,8566,1,1,250,500,250,250,500,250,250,500,750,750,750,750,500,500,500,750,3
10,8758,1,0,500,500,500,250,500,250,250,250,750,500,750,750,750,500,500,500,3
11,8443,1,0,500,500,250,500,500,250,500,250,750,750,500,750,750,500,500,500,3
15,8410,1,0,500,250,250,500,500,250,250,250,750,500,750,750,500,750,500,500,3
11,7950,1,0,500,250,250,250,250,250,250,500,500,500,750,500,750,500,500,750,3
3,5972,1,1,250,500,250,250,500,250,250,250,500,750,500,500,750,500,500,750,3
10,6410,1,0,250,500,500,250,500,500,500,500,750,500,750,500,500,750,750,500,3
15,6158,1,0,500,250,500,500,500,500,250,250,500,500,750,500,750,750,750,750,3
9,7238,1,0,500,500,250,250,500,500,250,250,750,750,500,750,750,750,750,750,3
5,6625,1,0,250,500,500,500,250,500,250,500,500,750,500,500,500,500,750,750,3
7,7229,1,0,500,250,500,500,500,500,250,500,500,750,500,500,500,750,750,750,3
4,5953,1,0,250,500,250,500,250,500,250,500,750,750,750,500,750,500,500,500,3
9,8401,1,0,500,500,500,250,500,500,250,500,750,750,500,750,500,500,500,500,3
8,5809,1,1,250,500,500,500,250,500,250,250,750,750,500,500,750,750,750,750,3
15,6607,1,1,250,500,250,500,500,250,250,500,500,750,500,750,500,500,500,750,3
12,4755,1,1,250,250,250,500,500,250,250,500,750,500,750,750,500,500,500,500,3
11,7559,1,0,250,500,250,250,500,500,250,250,500,500,750,750,500,750,750,750,3
6,6945,1,0,250,250,250,250,500,500,250,250,750,500,750,500,500,500,750,500,3
25,4877,1,0,0,250,500,250,750,250,250,500,0,0,0,0,250,500,750,0,3
15,6607,1,0,250,250,500,500,250,500,500,500,500,750,500,500,750,750,750,500,3
15,6910,1,0,500,500,250,500,250,250,500,250,500,750,500,500,750,750,500,750,3
10,4874,1,0,250,500,500,250,250,500,500,250,750,500,500,750,500,500,500,500,3
6,5138,1,0,250,500,250,500,250,500,250,250,750,750,500,750,750,750,750,750,3
11,8243,1,0,250,250,250,250,250,250,500,250,750,750,500,750,750,500,500,750,3
10,5955,1,1,250,250,500,500,500,250,250,500,500,500,500,500,750,750,500,500,3
11,5092,1,1,250,500,250,500,250,500,250,500,500,750,500,750,500,500,750,500,3
6,5275,1,0,500,500,250,250,500,250,250,250,500,500,750,750,500,750,500,750,3
11,4654,1,0,250,500,250,250,250,250,500,500,500,500,750,500,750,500,750,500,3
9,3056,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,3
5,8114,1,1,500,250,500,500,500,500,250,250,500,500,500,750,750,500,750,750,3
7,4594,1,1,500,250,250,250,250,250,500,250,750,500,750,500,750,750,750,750,3
12,5610,1,0,500,250,500,250,500,250,500,250,500,500,750,500,750,750,500,500,3
3,7466,1,0,250,250,250,250,250,500,250,250,500,750,750,750,500,750,750,500,3
10,5252,1,0,250,500,250,250,500,250,500,250,500,500,750,750,750,750,750,750,3
5,8942,1,1,250,500,500,500,250,250,500,250,750,500,750,750,750,750,500,750,3
5,5458,1,1,250,500,500,250,250,500,500,500,750,750,750,750,500,500,750,750,3
6,6392,1,1,250,500,250,500,500,250,250,500,500,500,500,500,500,750,500,750,3
14,5547,1,1,500,250,250,250,250,500,500,500,750,750,500,750,750,500,500,750,3
10,5815,1,1,500,250,500,250,500,250,250,500,750,500,750,750,750,500,750,500,3
13,4585,1,1,250,500,250,500,500,250,500,250,500,750,500,750,750,500,500,500,3
4,8170,1,1,250,250,500,250,250,250,250,250,750,750,500,500,750,500,500,500,3
13,7830,1,1,500,250,250,500,500,250,500,500,500,750,500,500,500,750,750,750,3
6,8414,1,0,250,500,250,250,250,500,500,500,500,750,500,500,500,750,500,750,3
14,8856,1,1,250,250,250,500,250,500,500,500,750,500,750,500,500,500,500,500,3
4,6018,1,0,500,500,250,500,500,250,500,250,750,500,750,750,750,500,500,500,3
7,6032,1,1,500,250,250,250,250,250,500,250,750,750,750,500,750,500,500,500,3
13,5908,1,1,500,250,500,500,250,500,250,250,750,500,500,500,500,500,750,750,3
9,6304,1,1,250,250,250,500,250,250,500,500,500,500,500,500,500,500,500,750,3
13,7841,1,1,250,500,500,500,500,500,500,250,750,750,500,750,750,750,750,500,3
9,6826,1,0,250,250,500,250,500,250,250,500,750,750,500,750,500,500,500,750,3
11,6993,1,1,500,250,250,500,500,500,250,500,750,500,750,500,500,500,500,500,3
10,7070,1,0,500,250,500,500,250,250,500,500,750,750,500,750,750,750,750,500,3
14,8906,1,0,250,250,250,500,250,500,500,500,750,750,750,500,750,750,500,500,3
3,7104,1,0,500,500,500,250,500,250,500,250,750,500,750,500,500,750,750,750,3
13,4631,1,1,500,500,250,250,500,500,250,250,750,500,500,750,500,500,500,500,3
15,5783,1,0,250,250,250,250,500,250,250,250,750,750,500,750,500,500,500,750,3
3,5221,1,1,500,250,250,500,500,500,500,250,750,750,500,750,750,750,750,750,3
11,5594,1,1,250,250,500,250,250,500,500,250,500,750,500,750,750,500,500,750,3
