time_mean,dimension_mean,IP_destination,IP_source,flags1,flags2,flags3,flags4,flags5,flags6,flags7,flags8,method1,method2,method3,method4,method5,method6,method7,method8,class
8,8956,1,1,250,250,250,500,500,500,500,250,750,750,500,750,500,500,750,750,3
7,8085,1,1,250,500,250,250,500,500,500,250,750,500,750,500,500,750,750,750,3
9,8778,1,0,500,500,500,500,500,250,250,500,500,750,500,750,750,500,750,500,3
9,6232,1,0,500,500,250,500,500,250,500,250,500,750,500,750,750,500,750,750,3
11,6740,1,0,250,250,500,250,250,250,250,500,500,750,500,500,500,750,500,750,3
13,4664,1,0,500,250,500,250,250,250,500,250,750,500,500,500,500,750,750,500,3
10,6407,1,0,250,250,500,250,250,500,250,500,500,500,500,500,500,500,500,500,3
7,7298,1,1,250,500,500,500,250,250,500,250,500,500,500,750,750,750,750,750,3
9,5972,1,0,250,250,250,250,500,250,250,250,500,750,750,750,750,500,500,750,3
6,4766,1,0,250,250,500,500,500,250,500,250,500,500,500,500,500,750,750,500,3
10,5299,1,1,250,500,500,500,500,250,500,250,500,500,750,750,750,750,500,500,3
5,7839,1,0,500,250,250,250,250,250,250,250,750,500,500,500,500,500,750,500,3
10,8614,1,1,500,250,500,250,500,250,500,500,750,750,500,500,500,500,500,750,3
9,7530,1,0,250,500,250,250,250,500,500,500,500,500,500,500,750,500,500,750,3
8,8237,1,0,500,250,250,500,250,250,500,500,500,500,750,750,750,500,500,750,3
9,5978,1,0,250,250,500,250,250,500,500,250,500,500,750,500,750,750,500,750,3
6,7615,1,1,500,500,500,250,500,500,250,500,750,750,500,750,750,750,500,500,3
6,3045,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,3
15,4853,1,1,250,250,500,500,500,500,250,250,500,500,500,750,500,750,750,500,3
12,6340,1,1,500,500,500,250,250,500,500,250,750,500,500,500,500,500,500,500,3
5,6806,1,0,500,250,500,250,500,500,500,250,500,500,500,750,500,750,500,500,3
7,8175,1,0,500,500,500,500,500,250,250,250,750,750,500,750,750,500,750,500,3
15,5853,1,0,250,500,250,500,500,250,250,500,750,500,500,750,750,750,750,500,3
7,6636,1,1,500,250,250,500,250,500,250,250,750,500,750,500,500,500,500,750,3
5,6947,1,1,500,250,250,500,250,500,500,500,500,500,750,750,500,500,750,500,3
10,7671,1,0,250,500,500,250,500,250,250,250,750,750,750,750,750,500,750,750,3
14,7323,1,0,500,250,250,500,250,250,500,500,500,500,750,750,750,500,750,500,3
8,7088,1,0,250,250,250,250,500,500,500,500,750,750,500,500,500,750,750,500,3
9,8522,1,1,250,500,250,250,500,250,250,500,500,750,500,500,500,750,500,500,3
4,4953,1,1,250,500,250,500,500,250,250,250,500,750,750,750,500,500,750,750,3
7,7030,1,1,500,250,500,500,500,250,500,500,750,750,750,500,500,500,500,500,3
9,8385,1,0,500,500,500,250,250,500,500,500,750,750,750,750,750,750,500,500,3
3,8731,1,0,500,500,500,500,250,250,250,500,500,750,500,750,500,750,500,500,3
15,7273,1,1,500,500,250,250,250,250,250,250,500,750,500,750,500,500,500,750,3
10,8563,1,0,500,250,500,250,250,500,250,500,750,750,500,750,500,500,750,500,3
11,6839,1,1,250,500,500,500,250,250,250,250,750,500,750,750,750,750,750,750,3
4,6566,1,1,500,250,500,250,500,250,250,250,750,500,500,500,500,750,750,500,3
6,5660,1,0,250,500,250,500,250,500,250,500,500,750,750,750,750,500,750,500,3
7,4564,1,0,250,500,500,500,250,250,500,250,750,750,500,750,750,750,500,500,3
11,7845,1,0,500,250,250,250,500,500,250,500,750,750,750,500,500,500,750,750,3
3,5575,1,0,250,250,500,250,250,250,250,500,750,750,750,500,500,500,500,750,3
11,6452,1,0,250,500,500,500,250,250,250,500,500,500,750,750,500,750,500,750,3
11,8655,1,0,500,250,500,500,250,500,500,500,500,500,750,500,750,500,500,750,3
10,8630,1,1,250,250,250,250,250,250,250,250,750,500,750,500,750,500,750,500,3
3,6148,1,1,500,500,500,250,250,500,500,500,500,750,500,500,750,750,500,500,3
6,5006,1,0,250,500,250,250,250,500,250,500,500,750,750,750,750,500,500,500,3
3,7454,1,0,250,500,250,250,250,500,250,250,750,500,750,500,500,500,750,500,3
6,2673,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,3
8,7927,1,0,250,500,500,500,500,500,500,250,500,750,750,750,750,750,500,750,3
4,4864,1,0,250,250,250,500,250,250,250,250,500,500,750,500,750,750,750,750,3
9,7832,1,0,500,500,250,250,250,500,250,250,750,500,750,750,750,750,750,500,3
14,4624,1,0,500,250,250,500,250,250,250,500,750,500,750,500,500,750,500,500,3
12,4718,1,1,250,250,500,500,500,500,250,500,500,500,750,750,750,500,750,750,3
7,7402,1,0,250,500,250,250,500,500,250,500,500,750,750,750,750,500,500,500,3
7,7404,1,0,250,250,500,500,250,250,500,250,500,500,500,750,500,500,750,500,3
6,5533,1,1,500,500,250,250,250,500,500,250,750,500,500,500,750,500,750,750,3
8,6950,1,0,250,500,250,250,250,250,250,250,750,500,500,750,750,750,500,500,3
23,6066,0,0,250,0,500,500,250,250,500,250,250,750,750,750,750,0,500,750,3
4,5000,1,1,250,500,500,500,500,500,250,250,750,500,500,750,500,500,500,500,3
5,7925,1,0,500,500,500,500,250,500,250,250,500,500,750,500,500,500,750,750,3
5,5724,1,1,250,500,500,250,250,250,250,500,750,500,750,500,750,750,500,750,3
9,4745,1,0,500,500,250,500,500,500,250,250,500,750,500,750,750,500,750,750,3
10,8082,1,0,500,500,500,500,250,500,250,250,500,750,750,500,500,750,500,750,3
4,7338,1,1,500,500,500,250,250,500,500,500,500,500,500,750,750,500,500,500,3
14,4744,1,1,250,250,500,250,250,250,500,250,750,500,750,750,500,750,500,500,3
3,7209,1,1,500,250,250,250,500,500,500,250,750,750,750,750,750,500,750,750,3
3,8597,1,1,250,500,500,500,250,500,500,500,500,750,750,500,750,750,750,500,3
10,5547,1,0,500,500,250,250,250,500,500,250,750,750,500,500,500,750,500,750,3
7,8113,1,0,500,250,500,250,250,500,500,500,500,750,750,500,500,500,500,750,3
3,5776,1,1,250,500,250,250,250,500,500,250,750,750,750,500,750,750,750,500,3
14,5574,1,0,250,250,500,500,500,500,250,250,500,500,500,750,500,500,500,750,3
8,4690,1,1,250,250,500,250,500,500,500,500,750,500,500,750,500,500,750,500,3
12,8220,1,0,250,250,500,250,250,500,500,250,500,750,750,750,750,500,500,500,3
8,8556,1,1,250,250,250,250,250,250,500,250,750,750,750,750,750,750,750,500,3
14,4664,1,0,500,500,500,500,500,250,500,500,750,750,750,750,750,750,750,750,3
6,5974,1,1,250,500,250,250,250,500,250,500,500,500,500,500,500,750,500,500,3
12,8504,1,1,250,500,500,250,500,500,250,250,500,500,500,500,500,500,750,500,3
10,2891,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,3
5,6736,1,0,250,500,250,500,500,500,250,250,500,750,750,500,500,500,500,750,3
13,7857,1,1,500,500,250,500,250,500,500,250,750,500,500,500,750,500,750,750,3
13,8821,1,1,500,500,250,500,250,250,250,500,500,500,750,500,500,500,750,500,3
8,4941,1,0,500,250,250,500,500,250,500,500,750,500,750,500,500,500,500,500,3
8,6526,1,1,500,250,500,500,500,250,250,250,500,750,500,750,500,750,500,500,3
14,6989,1,0,500,250,250,250,500,500,250,250,750,750,750,500,500,750,750,750,3
7,6771,1,0,250,500,500,500,250,250,500,250,750,750,750,500,500,500,500,500,3
13,8593,1,0,500,250,500,500,250,250,250,250,500,500,500,750,750,750,500,500,3
11,6635,1,0,500,250,250,250,250,500,500,500,500,750,750,500,750,750,750,750,3
3,6795,1,0,250,500,250,250,500,500,250,250,750,500,750,750,750,500,500,500,3
12,4889,1,0,250,250,250,250,250,250,250,500,750,750,750,750,500,500,750,500,3
10,4556,1,1,250,500,250,500,500,250,250,500,500,750,750,500,750,500,750,750,3
14,6147,1,0,500,500,500,500,500,500,500,500,750,500,500,750,500,500,500,500,3
4,7259,1,1,250,250,500,250,500,250,500,250,750,500,500,500,500,750,500,500,3
7,8304,1,1,250,500,500,500,500,250,500,500,500,750,750,750,750,500,500,750,3
11,5593,1,1,500,500,250,500,500,250,250,500,500,750,500,500,500,750,500,500,3
3,7268,1,1,250,500,250,250,250,250,250,250,500,750,500,750,750,750,500,500,3
4,8417,1,1,500,250,250,250,250,250,500,500,750,750,750,750,500,750,500,500,3
3,8462,1,1,500,500,250,500,500,500,500,500,500,750,500,500,500,750,750,500,3
17,5429,1,0,0,500,500,500,500,250,0,250,0,0,750,500,0,500,0,750,3
14,7922,1,1,250,250,250,500,250,500,250,250,500,750,750,500,500,750,500,500,3
13,6426,1,0,250,250,250,250,250,500,500,250,750,500,750,500,500,500,750,500,3
7,6708,1,0,500,250,500,500,500,500,250,500,750,500,750,750,750,500,750,750,3
4,7357,1,1,250,250,250,250,250,500,500,500,500,750,500,750,500,750,500,750,3
10,5254,1,0,250,500,250,250,500,250,500,500,500,750,750,750,750,500,500,750,3
8,6549,1,0,250,500,500,500,250,250,250,500,500,500,750,750,500,750,500,500,3
7,5745,1,1,500,250,500,250,250,250,250,500,750,750,500,750,750,500,750,750,3
3,5425,1,1,500,500,250,500,250,250,500,500,750,750,750,500,500,750,500,750,3
11,5951,1,1,250,500,250,500,250,500,500,250,750,750,750,500,750,500,750,750,3
9,2835,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,3
15,4897,1,1,500,250,250,250,500,250,500,500,750,750,750,750,750,750,500,500,3
13,7054,1,1,250,250,500,250,250,500,500,500,500,750,500,500,500,750,750,500,3
13,6296,1,0,250,250,250,250,250,250,500,250,750,500,500,500,750,750,750,750,3
6,4935,1,1,250,500,500,500,250,250,500,500,500,500,500,500,750,750,750,500,3
13,4934,1,0,250,500,500,250,250,250,250,500,750,500,750,500,500,500,750,500,3
8,8446,1,0,500,500,250,500,250,250,500,250,750,500,750,750,750,500,500,750,3
3,5290,1,0,500,250,250,500,250,250,500,500,750,500,500,500,750,750,750,500,3
7,4948,1,0,500,500,250,500,500,250,250,500,500,500,500,750,500,750,750,750,3
11,4961,1,0,500,250,500,500,500,500,250,250,750,750,500,750,750,500,750,500,3
5,4883,1,1,250,250,250,250,250,250,250,500,750,750,500,750,750,750,750,500,3
4,7865,1,0,250,500,250,250,250,250,250,250,750,750,500,500,500,500,500,500,3
14,7215,1,0,500,250,250,500,250,250,500,250,500,500,500,750,500,750,750,500,3
7,4899,1,1,250,250,250,500,250,250,250,500,750,500,500,750,500,750,750,750,3
12,8970,1,1,250,250,500,250,500,500,500,500,500,750,500,750,500,750,500,500,3
13,8386,1,0,500,250,500,250,250,250,500,250,750,750,750,750,500,750,500,500,3
15,6094,1,0,500,500,250,250,500,500,500,500,500,500,750,750,750,750,500,750,3
12,7726,1,0,500,500,500,500,250,250,250,500,750,750,750,750,750,500,500,750,3
11,7592,1,0,250,250,500,500,250,500,500,250,500,500,750,750,500,500,500,750,3
13,4959,1,0,500,250,500,250,500,500,250,250,500,500,750,500,500,750,750,500,3
15,4907,1,0,250,250,250,500,500,500,500,250,750,500,500,750,750,500,750,750,3
9,5248,1,1,250,500,250,500,500,500,250,250,500,750,500,500,750,750,750,750,3
6,7750,1,0,500,500,250,500,500,500,250,250,750,500,750,750,500,750,750,750,3
15,7705,1,0,250,250,500,500,500,500,250,250,500,500,750,750,750,750,750,500,3
9,5499,1,1,500,250,250,500,500,250,250,500,500,500,500,500,500,500,750,500,3
6,5715,1,0,500,500,250,250,250,250,500,500,750,750,750,500,500,750,750,500,3
4,5473,1,0,250,250,500,250,250,500,500,500,750,750,750,500,500,750,500,750,3
13,5291,1,0,250,250,250,250,500,250,500,250,750,500,500,750,500,500,750,750,3
4,8362,1,0,500,500,250,500,250,250,250,500,750,500,750,500,750,750,750,500,3
11,6937,1,1,500,250,250,500,500,500,500,250,750,500,750,750,500,500,750,500,3
5,2258,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,3
15,7850,1,0,250,250,250,500,500,500,500,250,750,500,500,500,750,500,750,500,3
5,4659,1,1,500,250,500,500,500,500,500,500,500,500,750,500,500,750,500,500,3
15,4638,1,1,500,500,250,500,250,500,250,500,750,500,500,500,750,750,500,500,3
3,7631,1,0,250,500,250,500,250,250,250,250,750,500,750,500,750,750,500,750,3
15,8823,1,0,500,250,500,250,500,250,500,250,750,500,500,750,750,500,500,750,3
4,8239,1,0,500,250,500,500,500,500,500,500,750,500,500,750,500,750,750,500,3
7,4977,1,0,250,250,250,250,250,250,500,500,500,500,500,750,750,500,750,500,3
9,5241,1,0,250,500,250,250,250,250,250,500,750,750,500,500,500,750,500,500,3
9,6306,1,0,500,500,500,500,500,250,500,500,500,500,750,750,500,500,500,750,3
8,5166,1,1,250,250,250,500,500,500,500,250,750,500,500,750,750,500,750,750,3
13,6508,1,1,500,500,250,500,250,500,500,250,500,750,500,750,750,750,500,500,3
5,7490,1,0,250,500,500,250,500,500,250,500,500,750,500,750,500,500,500,750,3
4,6999,1,1,250,250,250,250,250,500,250,250,500,750,500,750,500,750,500,750,3
12,5716,1,0,500,500,500,500,500,250,500,250,750,500,500,500,500,500,500,750,3
3,8327,1,1,250,500,250,250,250,250,250,250,500,750,500,750,500,750,750,750,3
4,7570,1,0,250,250,250,250,250,500,500,500,750,500,750,500,500,500,500,750,3
14,7774,1,1,500,500,500,500,500,500,250,250,500,750,500,500,750,500,500,750,3
14,5091,1,1,250,500,500,500,500,250,250,500,750,500,500,750,750,750,500,500,3
8,5013,1,1,250,250,500,250,500,250,250,250,500,750,500,750,500,500,500,500,3
9,6911,1,0,250,500,250,250,500,500,250,500,500,500,750,750,750,500,750,750,3
9,7726,1,0,250,500,500,250,250,500,250,250,500,750,750,500,750,750,500,750,3
7,5116,1,1,500,250,250,500,250,250,250,500,500,500,750,500,750,500,500,750,3
9,6131,1,1,250,500,250,250,500,500,250,500,500,750,500,750,750,500,750,500,3
11,8849,1,0,250,250,250,250,250,250,250,250,750,750,500,500,750,500,750,500,3
15,6571,1,0,500,250,250,250,250,500,250,500,750,500,750,750,500,750,500,500,3
10,4884,1,1,500,250,500,250,250,250,500,500,500,500,500,500,500,750,500,750,3
15,5269,1,1,250,250,250,250,250,250,250,250,750,750,750,500,500,750,750,750,3
10,7876,1,0,250,250,250,250,500,250,250,500,500,500,500,500,500,750,750,500,3
9,7875,1,0,500,500,500,250,500,250,250,500,750,750,500,750,500,500,500,500,3
7,2403,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,3
8,5459,1,1,500,500,500,500,500,500,500,250,750,500,500,750,750,750,750,750,3
9,6915,1,1,250,250,250,500,500,250,250,500,750,750,500,500,750,500,750,500,3
5,8889,1,1,500,250,250,500,250,250,500,250,750,750,750,500,750,500,750,500,3
4,5254,1,1,500,500,250,250,500,250,500,250,750,500,750,500,750,750,750,500,3
9,4855,1,0,500,500,250,250,500,500,250,500,750,500,500,750,750,500,500,750,3
7,4979,1,0,500,500,500,250,250,250,250,250,500,500,500,750,500,500,750,750,3
5,7148,1,0,250,250,500,250,500,500,250,500,500,500,500,750,750,500,750,750,3
12,4619,1,0,250,500,500,500,250,250,250,500,500,750,500,750,500,500,500,500,3
7,7217,1,1,500,500,250,250,500,250,500,250,750,500,750,500,750,750,750,500,3
15,6436,0,0,500,0,0,250,250,0,500,500,250,750,750,750,0,0,750,250,3
13,7199,1,1,250,500,250,500,250,500,500,250,500,750,500,500,500,750,500,500,3
4,7582,1,1,250,500,250,500,250,250,250,250,500,500,750,500,750,500,750,750,3
5,7970,1,1,500,500,500,500,250,500,250,500,500,500,500,500,750,750,750,750,3
3,7512,1,1,500,250,250,500,250,500,250,500,750,750,750,500,500,750,750,500,3
6,6917,1,1,500,250,250,500,500,500,250,250,500,500,500,750,750,750,750,500,3
4,5622,1,1,500,500,500,250,500,500,500,250,750,500,750,750,750,750,500,500,3
3,6794,1,1,500,250,250,250,250,250,250,500,500,750,500,500,500,750,750,500,3
12,7713,1,0,500,500,250,500,500,500,500,250,500,500,500,750,750,750,500,750,3
14,8186,1,0,250,500,500,500,500,500,500,500,500,750,750,500,750,500,750,750,3
15,6998,1,1,500,500,250,250,500,250,500,250,500,750,750,500,500,500,500,750,3
5,5403,1,1,500,250,250,250,500,500,250,250,750,500,750,750,750,500,500,750,3
12,7531,1,1,250,500,250,250,250,500,500,500,750,750,750,500,750,750,500,750,3
4,8649,1,0,250,250,500,250,250,500,500,250,750,750,500,500,500,750,750,750,3
15,8843,1,0,500,250,500,250,500,500,500,500,750,750,750,500,500,750,750,500,3
7,7588,1,1,500,250,500,250,250,500,250,250,500,500,500,500,750,750,750,500,3
10,5707,1,1,250,500,500,500,250,250,250,250,750,750,500,750,500,500,500,750,3
9,8024,1,0,500,250,500,500,500,250,250,500,750,750,750,750,750,500,750,500,3
8,8828,1,0,500,250,500,250,500,500,250,250,750,750,500,500,750,750,500,500,3
8,7829,1,0,250,500,250,500,250,250,500,500,500,750,750,500,500,750,500,750,3
10,2091,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,3
4,5995,1,1,500,500,500,500,250,500,250,250,500,500,500,750,750,500,750,750,3
10,5934,1,0,500,250,500,500,250,250,250,500,750,750,500,750,750,750,500,500,3
6,8900,1,1,250,250,250,250,250,500,250,250,500,750,750,500,500,500,750,750,3
7,8712,1,0,500,500,250,250,250,500,250,500,750,500,500,750,500,500,500,500,3
4,5277,1,1,500,500,250,250,250,500,250,500,750,750,500,500,500,500,750,750,3
12,5208,1,0,500,500,500,500,500,250,250,250,750,500,750,500,500,750,750,750,3
6,5456,1,1,500,500,500,500,500,250,500,500,500,500,500,750,750,500,500,750,3
10,5514,1,1,500,500,250,500,500,500,250,500,750,750,750,500,500,750,750,500,3
14,6172,1,0,500,500,250,500,500,500,500,250,500,750,500,750,750,500,500,500,3
12,4666,1,1,250,250,500,250,250,250,500,500,500,750,750,750,500,750,750,500,3
7,4654,1,0,500,500,250,500,500,250,250,250,750,500,750,500,500,500,500,750,3
14,4506,1,1,500,250,250,500,250,250,250,250,500,500,750,750,750,500,500,750,3
7,8738,1,0,250,250,500,250,500,500,500,250,750,750,750,750,750,750,500,750,3
9,5115,1,1,250,500,250,500,500,500,250,250,500,750,750,500,500,750,500,750,3
4,7133,1,1,250,500,500,500,500,500,250,500,500,750,750,750,500,500,750,500,3
10,8180,1,1,500,500,500,500,250,500,500,250,750,500,750,500,750,500,750,750,3
11,8169,1,0,250,250,500,500,250,500,250,500,750,750,500,500,500,500,500,500,3
9,6130,1,1,500,500,500,250,500,500,500,250,500,500,500,750,750,500,750,750,3
11,7174,1,0,250,500,500,500,250,250,250,250,500,500,750,500,500,750,750,500,3
18,5763,1,0,0,250,500,250,500,250,500,750,250,0,500,500,0,0,0,0,3
15,4759,1,0,500,500,500,500,250,250,250,500,500,750,750,750,500,500,500,750,3
13,6402,1,1,500,250,500,500,250,500,250,250,750,750,750,500,750,750,500,750,3
14,4706,1,1,250,250,250,500,500,250,250,500,500,750,500,500,500,750,750,500,3
3,8147,1,0,500,250,500,500,250,500,250,250,500,750,750,500,750,750,500,750,3
3,7151,1,0,250,250,250,250,250,250,250,500,500,750,500,750,500,500,750,500,3
13,7806,1,0,500,250,500,250,500,250,250,500,500,750,500,750,500,500,750,750,3
12,5486,1,0,500,250,250,250,500,250,500,500,500,500,500,500,500,500,750,750,3
9,8260,1,0,250,250,250,250,500,250,250,500,500,750,500,750,750,500,750,750,3
5,5588,1,1,250,250,250,500,250,500,250,500,750,750,500,750,500,500,750,750,3
9,2280,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,3
4,6596,1,0,250,500,500,500,250,500,500,500,750,750,750,500,500,750,500,750,3
13,5840,1,1,500,250,250,250,250,250,250,250,500,500,500,500,750,750,750,500,3
7,6718,1,1,250,500,250,250,500,250,500,250,500,750,750,500,500,500,750,750,3
15,4523,1,1,500,250,500,500,250,250,250,500,750,500,500,500,750,750,750,500,3
5,5165,1,1,250,250,500,500,500,500,500,250,750,500,500,500,500,500,500,750,3
8,5519,1,0,250,500,500,250,250,250,500,250,750,500,750,750,500,750,500,500,3
10,5408,1,1,250,250,250,500,250,250,500,500,500,500,750,500,750,500,750,750,3
11,5517,1,0,250,500,250,250,250,500,500,500,750,500,500,750,500,750,750,500,3
11,5809,1,0,500,500,500,250,250,500,250,250,750,750,500,500,750,500,750,750,3
5,7743,1,0,500,500,500,500,500,250,500,250,750,500,500,750,750,500,500,750,3
11,5036,1,0,500,500,250,500,500,500,250,500,750,750,750,500,750,500,500,500,3
15,6760,1,0,250,500,250,250,250,250,500,250,750,750,500,750,500,750,500,500,3
3,5560,1,1,250,500,250,500,500,250,500,500,500,750,750,750,750,750,750,500,3
10,6495,1,0,250,250,250,500,500,500,500,250,500,750,500,500,500,500,750,500,3
8,8362,1,1,500,500,500,500,250,500,500,250,750,500,750,750,500,500,500,500,3
10,4696,1,1,250,250,250,500,500,250,250,500,500,500,750,750,500,500,500,750,3
4,5097,1,0,250,500,250,500,500,500,250,500,750,500,750,500,500,750,750,750,3
12,8577,1,1,250,500,250,250,250,250,250,500,500,500,500,750,750,500,750,500,3
5,4522,1,1,500,500,500,250,250,250,500,500,750,750,500,500,500,500,500,500,3
6,7580,1,0,250,250,500,250,250,250,250,250,750,750,750,500,500,750,500,500,3
3,5992,1,1,500,500,250,250,250,500,500,250,750,750,750,500,750,750,500,750,3
10,4502,1,0,500,500,250,250,500,250,250,250,500,500,750,500,750,500,750,750,3
12,7643,1,0,250,250,500,250,500,250,250,250,750,500,750,500,500,500,500,500,3
12,6692,1,1,250,250,250,250,250,250,500,250,500,750,750,500,750,750,750,750,3
11,6274,1,1,500,500,500,250,500,500,500,250,750,750,500,500,500,750,750,750,3
3,4547,1,1,250,500,500,500,250,500,250,500,750,750,500,750,500,750,500,750,3
5,4879,1,1,500,500,500,500,250,500,500,250,500,750,750,750,750,500,500,750,3
11,5432,1,1,500,250,500,250,500,500,250,250,750,500,750,750,750,500,500,500,3
15,8743,1,0,250,500,500,250,500,500,500,500,750,500,500,500,750,500,750,750,3
3,2824,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,3
12,8395,1,0,250,500,250,500,250,250,250,500,500,500,750,500,500,500,750,500,3
7,8982,1,0,500,500,500,250,250,250,250,500,500,750,750,750,500,750,500,500,3
9,4551,1,1,500,250,500,250,500,250,500,250,500,750,750,750,500,750,500,500,3
8,8177,1,1,250,500,250,500,250,250,500,250,500,750,750,750,500,500,750,750,3
4,8080,1,0,250,500,500,500,250,250,500,500,750,750,500,500,750,750,500,500,3
12,7629,1,0,250,500,250,500,500,500,250,500,500,750,750,750,500,750,500,500,3
7,6029,1,1,500,500,500,250,500,500,500,250,500,750,500,500,750,500,500,500,3
5,6798,1,0,500,250,250,500,250,500,250,250,500,750,500,500,500,750,500,750,3
14,8469,1,1,500,250,500,500,500,250,250,500,500,500,500,500,750,500,500,500,3
3,7485,1,1,250,500,500,500,500,250,500,250,750,750,500,500,750,750,500,750,3
9,4737,1,0,500,250,250,500,500,500,250,500,750,500,750,500,500,750,750,750,3
9,7299,1,0,250,500,500,500,250,500,500,250,500,750,500,750,500,500,500,500,3
10,5251,1,0,250,250,500,500,250,250,250,500,500,500,750,500,500,500,500,500,3
15,6848,1,1,250,250,500,250,250,500,500,500,750,500,500,750,500,750,500,500,3
15,4721,1,0,250,250,500,250,500,250,250,500,750,500,500,500,750,500,750,500,3
4,6706,1,0,500,250,500,500,500,250,500,250,750,500,750,750,750,750,500,750,3
14,6155,1,1,250,500,250,250,500,500,500,250,750,500,750,500,750,750,750,500,3
10,6219,1,1,500,500,500,500,250,500,250,500,750,750,750,750,750,500,500,750,3
10,7163,1,0,250,250,500,500,250,250,250,250,500,750,750,500,750,500,750,500,3
4,6479,1,0,250,250,250,500,250,250,250,250,500,750,750,750,500,500,500,750,3
5,8927,1,1,500,250,250,500,500,250,250,500,750,750,750,750,750,500,750,750,3
11,6404,1,1,250,250,500,500,250,500,500,500,500,750,750,750,750,750,500,500,3
10,5136,1,1,500,500,250,250,500,250,250,250,750,750,750,500,500,500,750,750,3
15,4796,1,0,250,500,500,250,250,500,250,500,500,750,750,500,750,750,750,750,3
10,6392,1,0,500,500,250,250,250,500,250,250,750,500,500,750,500,500,500,500,3
9,4754,1,0,500,500,500,500,500,250,500,500,500,750,500,500,750,750,750,500,3
6,7269,1,0,250,500,500,500,250,500,250,500,500,750,500,500,750,750,500,750,3
14,6498,1,0,250,250,500,500,250,250,250,250,500,500,500,750,500,500,750,500,3
15,7373,1,0,500,500,500,500,500,500,500,500,500,500,500,500,500,500,750,500,3
9,1656,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,3
11,7346,1,0,250,250,500,250,250,500,250,500,750,750,750,500,750,750,500,500,3
9,6814,1,1,250,250,500,500,500,250,500,500,750,500,500,500,750,500,500,500,3
10,7287,1,0,500,500,250,250,250,250,250,250,500,750,500,750,500,750,750,500,3
15,8106,1,1,500,500,250,500,500,500,500,250,750,500,750,750,500,750,750,500,3
10,8639,1,0,250,500,250,250,250,250,500,250,500,500,750,750,500,750,750,750,3
5,4799,1,0,500,250,250,250,250,500,250,250,750,750,500,500,500,750,500,500,3
13,7582,1,0,250,500,500,500,500,250,500,250,500,500,750,750,750,500,750,500,3
11,4868,1,0,500,500,250,250,500,500,500,500,750,500,500,750,500,750,750,500,3
14,8334,1,0,500,500,500,250,500,500,500,500,500,750,500,750,750,500,500,500,3
19,4516,1,1,750,250,750,500,0,250,250,500,250,0,0,250,0,0,500,250,3
6,6960,1,1,250,250,500,500,250,500,500,250,500,500,750,500,750,750,500,500,3
11,4961,1,0,500,500,250,500,250,500,250,250,750,750,750,500,500,500,500,500,3
10,7487,1,1,500,500,500,250,250,250,500,500,500,750,750,750,500,500,500,750,3
14,8344,1,1,250,250,250,250,500,250,500,250,500,500,750,500,500,750,500,750,3
6,4865,1,1,250,500,250,500,250,500,250,500,750,750,750,500,750,500,750,750,3
11,7736,1,1,500,250,250,500,250,250,500,500,500,750,750,750,500,750,750,750,3
11,7560,1,1,250,250,250,500,250,250,500,250,500,750,750,750,500,500,750,500,3
8,8928,1,0,250,500,250,250,250,250,250,500,750,500,750,500,750,750,500,500,3
10,6629,1,1,250,500,250,250,500,250,250,500,500,500,500,750,500,750,750,750,3
6,8506,1,1,250,250,500,500,250,250,500,500,500,750,750,500,750,500,500,750,3
4,6187,1,0,500,250,250,250,250,500,500,250,750,500,500,750,500,750,750,750,3
4,7181,1,0,500,500,500,500,250,500,500,500,500,750,750,750,500,750,750,750,3
12,5228,1,0,250,250,500,250,500,250,250,500,500,750,750,500,500,750,500,500,3
14,7774,1,0,250,500,500,250,250,500,500,500,500,500,750,750,500,750,500,750,3
5,6319,1,1,250,250,500,500,250,500,250,250,750,500,750,500,500,750,750,750,3
10,5909,1,1,250,500,500,500,500,250,250,500,500,750,500,500,500,500,500,500,3
13,6446,1,1,250,500,250,500,500,250,500,500,750,750,750,750,500,750,500,750,3
11,7478,1,1,250,250,250,500,250,500,500,500,500,500,750,750,750,750,500,500,3
15,5989,1,1,250,500,250,500,250,250,250,250,750,500,750,750,750,500,500,500,3
4,2552,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,3
6,4926,1,1,250,250,250,250,250,500,250,250,500,750,750,750,500,500,500,500,3
11,6227,1,0,500,500,500,250,500,500,250,250,750,500,500,750,750,750,500,750,3
12,8389,1,1,500,250,500,250,500,250,500,250,500,500,750,500,500,500,500,750,3
7,5866,1,0,250,250,250,250,250,250,250,500,500,750,500,500,750,500,500,750,3
4,5788,1,0,250,500,500,250,250,500,500,250,500,500,500,500,500,500,750,500,3
